0,0,x,x
1,0,x,x
2,0,8,-2
3,0,8,-2
4,0,8,-2
5,0,8,-2
6,0,8,-3
7,0,8,-3
8,0,8,-4
9,0,8,-4
10,0,8,-4
11,0,8,-4
12,0,8,-4
13,0,8,-5
14,0,7,-5
15,0,7,-5
16,0,7,-5
17,0,6,-6
18,0,6,-6
19,0,6,-6
20,0,6,-6
21,0,5,-6
22,0,5,-6
23,0,4,-6
24,0,4,-7
25,0,4,-7
26,0,3,-7
27,0,3,-7
28,0,3,-7
29,0,2,-7
30,0,2,-7
31,0,2,-7
32,0,1,-7
33,0,0,-7
34,0,0,-7
35,0,0,-7
36,0,0,-8
37,0,-1,-8
38,0,-1,-8
39,0,-2,-8
40,0,-2,-8
41,0,-3,-8
42,0,-3,-8
43,0,-3,-8
44,0,-4,-8
45,0,-4,-8
46,0,-4,-8
47,0,-5,-9
48,0,-5,-9
49,0,-5,-8
50,0,-6,-8
51,0,-6,-9
52,0,-6,-9
53,0,-6,-9
54,0,-6,-9
55,0,-6,-9
56,0,x,-9
57,0,x,x
58,0,x,x
59,0,x,x
60,0,x,x
61,0,x,x
62,0,x,x
63,0,x,x
64,0,x,x
65,0,x,x
66,0,x,x
67,0,x,x
68,0,x,x
69,0,x,x
70,0,x,x
71,0,x,x
72,0,x,x
73,0,x,x
74,0,x,x
75,0,x,x
76,0,x,x
77,0,x,x
78,0,x,x
79,0,x,x
80,0,x,x
81,0,x,x
82,0,x,-5
83,0,x,-5
84,0,x,x
85,0,x,x
86,0,x,x
87,0,x,x
88,0,x,x
89,0,x,x
90,0,x,x
91,0,x,x
92,0,x,x
93,0,x,x
94,0,x,x
95,0,x,x
96,0,x,x
97,0,-1,-11
98,0,-1,-11
99,0,0,-11
100,0,0,-12
101,0,0,-12
102,0,x,x
103,0,x,x
104,0,x,x
105,0,x,x
106,0,x,-11
107,0,x,x
108,0,x,x
109,0,x,x
110,0,x,-11
111,0,x,-11
112,0,x,x
113,0,x,x
114,0,x,x
115,0,x,x
116,0,x,x
117,0,x,-11
118,0,x,x
119,0,x,x
0,1,x,x
1,1,8,-2
2,1,8,-2
3,1,8,-2
4,1,8,-2
5,1,8,-2
6,1,8,-3
7,1,8,-3
8,1,8,-4
9,1,8,-4
10,1,8,-4
11,1,8,-4
12,1,8,-4
13,1,8,-5
14,1,7,-5
15,1,7,-5
16,1,7,-5
17,1,6,-6
18,1,6,-6
19,1,6,-6
20,1,6,-6
21,1,5,-6
22,1,5,-6
23,1,4,-6
24,1,4,-7
25,1,4,-7
26,1,3,-7
27,1,3,-7
28,1,3,-7
29,1,2,-7
30,1,2,-7
31,1,2,-7
32,1,1,-7
33,1,0,-7
34,1,0,-7
35,1,0,-7
36,1,0,-8
37,1,-1,-8
38,1,-1,-8
39,1,-2,-8
40,1,-2,-8
41,1,-3,-8
42,1,-3,-8
43,1,-3,-8
44,1,-4,-8
45,1,-4,-8
46,1,-4,-8
47,1,-5,-9
48,1,-5,-9
49,1,-5,-8
50,1,-6,-8
51,1,-6,-9
52,1,-6,-9
53,1,-6,-9
54,1,-6,-9
55,1,-6,-9
56,1,-7,-9
57,1,x,-9
58,1,x,x
59,1,x,x
60,1,x,x
61,1,x,x
62,1,x,x
63,1,x,x
64,1,x,x
65,1,x,x
66,1,x,x
67,1,x,x
68,1,x,x
69,1,x,x
70,1,x,x
71,1,x,x
72,1,x,x
73,1,x,x
74,1,x,x
75,1,x,x
76,1,x,x
77,1,x,x
78,1,x,x
79,1,x,x
80,1,x,x
81,1,x,-5
82,1,x,-5
83,1,x,-5
84,1,x,-5
85,1,x,-5
86,1,x,x
87,1,x,-5
88,1,x,-5
89,1,x,-5
90,1,x,x
91,1,x,x
92,1,x,x
93,1,x,x
94,1,x,x
95,1,x,x
96,1,-1,-11
97,1,-1,-11
98,1,-1,-11
99,1,0,-11
100,1,0,-12
101,1,0,-12
102,1,1,-12
103,1,x,x
104,1,x,x
105,1,x,-11
106,1,x,-11
107,1,x,-11
108,1,x,-11
109,1,x,-11
110,1,x,-11
111,1,x,-11
112,1,x,-12
113,1,x,x
114,1,x,x
115,1,x,-11
116,1,x,-11
117,1,x,-11
118,1,x,-11
119,1,x,x
0,2,8,-1
1,2,8,-1
2,2,8,-1
3,2,8,-1
4,2,8,-2
5,2,8,-2
6,2,8,-2
7,2,8,-3
8,2,7,-3
9,2,8,-3
10,2,8,-4
11,2,8,-4
12,2,8,-4
13,2,8,-4
14,2,7,-4
15,2,7,-5
16,2,7,-5
17,2,6,-5
18,2,6,-5
19,2,6,-5
20,2,6,-5
21,2,5,-5
22,2,5,-6
23,2,5,-6
24,2,4,-6
25,2,4,-6
26,2,3,-6
27,2,3,-6
28,2,3,-6
29,2,3,-7
30,2,2,-7
31,2,2,-7
32,2,1,-7
33,2,1,-7
34,2,0,-7
35,2,0,-7
36,2,0,-7
37,2,-1,-7
38,2,-1,-7
39,2,-2,-7
40,2,-2,-7
41,2,-3,-7
42,2,-3,-7
43,2,-3,-7
44,2,-3,-8
45,2,-4,-8
46,2,-4,-8
47,2,-4,-8
48,2,-5,-8
49,2,-5,-8
50,2,-5,-8
51,2,-5,-8
52,2,-6,-8
53,2,-6,-8
54,2,-6,-8
55,2,-6,-8
56,2,-6,-9
57,2,x,x
58,2,x,x
59,2,x,x
60,2,x,x
61,2,x,x
62,2,x,x
63,2,x,x
64,2,x,x
65,2,x,x
66,2,x,x
67,2,x,x
68,2,x,x
69,2,x,x
70,2,x,x
71,2,x,x
72,2,x,x
73,2,x,x
74,2,x,x
75,2,x,x
76,2,x,x
77,2,x,x
78,2,x,x
79,2,x,x
80,2,x,x
81,2,x,x
82,2,x,-5
83,2,x,-5
84,2,x,-5
85,2,x,-5
86,2,x,-5
87,2,x,-5
88,2,x,-5
89,2,x,-5
90,2,x,-4
91,2,x,x
92,2,x,x
93,2,x,x
94,2,x,x
95,2,-1,-11
96,2,-1,-11
97,2,-1,-11
98,2,0,-11
99,2,0,-11
100,2,0,-11
101,2,1,-11
102,2,1,-11
103,2,x,-11
104,2,x,-11
105,2,x,-11
106,2,x,-11
107,2,x,-11
108,2,x,-11
109,2,x,-11
110,2,x,-11
111,2,x,-11
112,2,x,-11
113,2,x,-11
114,2,x,-10
115,2,x,-11
116,2,x,-11
117,2,x,-11
118,2,x,-10
119,2,x,-10
0,3,8,-1
1,3,8,-1
2,3,8,-1
3,3,8,-1
4,3,8,-1
5,3,8,-2
6,3,8,-2
7,3,7,-2
8,3,7,-3
9,3,8,-3
10,3,8,-3
11,3,8,-3
12,3,8,-3
13,3,8,-3
14,3,8,-3
15,3,7,-4
16,3,7,-4
17,3,6,-4
18,3,6,-4
19,3,6,-4
20,3,6,-5
21,3,6,-5
22,3,5,-5
23,3,5,-5
24,3,4,-5
25,3,4,-5
26,3,4,-6
27,3,3,-6
28,3,3,-6
29,3,3,-6
30,3,3,-6
31,3,2,-6
32,3,1,-6
33,3,1,-6
34,3,1,-6
35,3,0,-6
36,3,0,-6
37,3,0,-6
38,3,-1,-6
39,3,-1,-6
40,3,-2,-7
41,3,-2,-7
42,3,-2,-7
43,3,-2,-7
44,3,-3,-7
45,3,-3,-7
46,3,-4,-7
47,3,-4,-7
48,3,-4,-7
49,3,-4,-7
50,3,-5,-7
51,3,-5,-7
52,3,-5,-7
53,3,-6,-7
54,3,-6,-7
55,3,-6,-8
56,3,x,x
57,3,x,x
58,3,x,x
59,3,x,x
60,3,x,x
61,3,-7,-7
62,3,x,x
63,3,x,x
64,3,x,x
65,3,x,x
66,3,-7,-7
67,3,x,-7
68,3,x,-6
69,3,x,-6
70,3,x,-6
71,3,x,x
72,3,x,x
73,3,x,x
74,3,x,x
75,3,x,x
76,3,x,x
77,3,x,x
78,3,x,x
79,3,x,x
80,3,x,x
81,3,x,x
82,3,x,x
83,3,x,-5
84,3,x,-5
85,3,x,-5
86,3,x,-5
87,3,x,-5
88,3,x,-5
89,3,x,-4
90,3,x,-4
91,3,x,x
92,3,x,x
93,3,x,x
94,3,x,x
95,3,-1,-10
96,3,-1,-10
97,3,0,-10
98,3,0,-10
99,3,0,-10
100,3,1,-10
101,3,1,-10
102,3,2,-10
103,3,x,x
104,3,x,-11
105,3,x,-11
106,3,x,-11
107,3,x,-11
108,3,x,-11
109,3,x,-11
110,3,x,-11
111,3,x,-11
112,3,x,-11
113,3,x,-11
114,3,x,-10
115,3,x,-11
116,3,x,-10
117,3,x,-10
118,3,x,-10
119,3,x,-10
0,4,8,0
1,4,8,0
2,4,8,0
3,4,8,0
4,4,8,-1
5,4,8,-1
6,4,8,-1
7,4,7,-2
8,4,8,-2
9,4,8,-2
10,4,8,-2
11,4,8,-2
12,4,8,-2
13,4,8,-2
14,4,8,-3
15,4,7,-3
16,4,7,-3
17,4,7,-3
18,4,6,-3
19,4,6,-3
20,4,6,-4
21,4,6,-4
22,4,6,-4
23,4,5,-4
24,4,5,-4
25,4,4,-5
26,4,4,-5
27,4,4,-5
28,4,3,-5
29,4,3,-5
30,4,3,-5
31,4,2,-5
32,4,2,-5
33,4,1,-5
34,4,1,-5
35,4,0,-5
36,4,0,-5
37,4,0,-5
38,4,-1,-6
39,4,-1,-6
40,4,-1,-6
41,4,-1,-6
42,4,-2,-6
43,4,-2,-6
44,4,-2,-6
45,4,-3,-6
46,4,-3,-6
47,4,-4,-6
48,4,-4,-6
49,4,-4,-6
